shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
7326_2,40.578704267899,-8.45062326999373,300
7325_1,40.5761227623505,-8.44895694797889,301
7326_1,40.5784660352734,-8.45047006272764,302
7318_2,40.5762189618131,-8.44685122684639,303
7311_2,40.5763613108684,-8.44564418340652,304
7322_2,40.6163052050253,-8.24879202783302,305
7323_4,40.5763055967995,-8.4446027248619,306
7325_5,40.5187864223301,-8.41818355529732,307
7323_3,40.5199173561251,-8.41221797830798,308
7323_1,40.5763241651451,-8.4460744681339,309
7316_1,40.5777394082216,-8.45000038291659,310
7311_1,40.5748039775944,-8.44810445657185,311
7318_1,40.6058964921767,-8.49716782351018,312
7325_4,40.5190484481394,-8.41768007197811,313
7322_1,40.5763573119935,-8.44682860894346,314
7321_1,40.576365475069,-8.44682227359518,315
7311_3,40.5762886885438,-8.44648893348914,316
7323_2,40.5763185,-8.4487978,317
7316_2,40.5762978548162,-8.44898495141513,318
7326_4,40.5826242377377,-8.40209917347203,319
7323_8,40.5340685740978,-8.31087192191415,320
7323_6,40.5803680324179,-8.45089032204885,321
7326_3,40.6028596039762,-8.38643664098301,322
7316_3,40.5922230073163,-8.30846857462597,323
7325_1,40.5758619638343,-8.44879951108038,324
7323_7,40.5261583817491,-8.2891949087471,325
7325_5,40.5187165694504,-8.41828021640248,326
7321_2,40.6420871417863,-8.34961649641799,327
7323_1,40.5763448239731,-8.44571935260518,328
7326_2,40.5790439721429,-8.45078587487295,329
7325_3,40.5763204314145,-8.44624367470238,330
7326_1,40.5788855757993,-8.45074227889055,331
7311_1,40.5746170726771,-8.44805250205979,332
7311_2,40.5763633899648,-8.44545339680686,333
7321_1,40.5778152618332,-8.44703410625889,334
7323_4,40.5762279519276,-8.44455960208354,335
7323_5,40.5813614734778,-8.45076474059924,336
7316_1,40.5784713236368,-8.45047311504787,337
7323_6,40.5813612852702,-8.45083317622143,338
7318_1,40.6059997138438,-8.49705886837294,339
7325_4,40.518879851834,-8.41802567952008,340
7323_3,40.5197227373877,-8.41216549593143,341
7318_2,40.5762550961916,-8.44680780180168,342
7322_1,40.5764611699326,-8.44683860919651,343
7322_2,40.616443860753,-8.24907902688573,344
7311_3,40.5763138060278,-8.44628501602846,345
7323_2,40.5763022,-8.4488802,346
7316_2,40.5763402025018,-8.44902918277209,347
7323_9,40.5190951051734,-8.41755454895128,348
7323_8,40.5340703657135,-8.31104140183997,349
7326_3,40.6030709343955,-8.38675618374834,350
7326_4,40.5829707864947,-8.40237778160118,351
7316_3,40.5920496275162,-8.30860744806543,352
7323_1,40.5763466415999,-8.44534317042352,353
7323_7,40.5261726987963,-8.28935809343315,354
7325_1,40.5750556001082,-8.44825908026768,355
7321_2,40.6421344811509,-8.35009221362281,356
7323_2,40.5762724215678,-8.44898808603595,357
7326_2,40.5794261190283,-8.4508653372194,358
7323_9,40.5190270231635,-8.4176968035242,359
7326_1,40.5791090132184,-8.45082707421084,360
7325_5,40.5186690230052,-8.41832459138871,361
7311_2,40.5763519031748,-8.44511488779835,362
7318_2,40.576317726955,-8.44680866690596,363
7323_4,40.5749902909957,-8.44486071321999,364
7325_4,40.5187951961458,-8.41818997175679,365
7316_1,40.5788749221977,-8.45074656943652,366
7326_4,40.5831855752217,-8.40252065538961,367
7318_1,40.606070001453,-8.49692935935076,368
7323_5,40.5821306697001,-8.45072571213413,369
7322_1,40.5768073133456,-8.4468974717996,370
7321_1,40.5778970274773,-8.44708011350962,371
7311_3,40.5763409505223,-8.44593720967468,372
7322_2,40.6166568445189,-8.24956009246349,373
7323_3,40.5196178742826,-8.41213894299228,374
7323_6,40.5821304815128,-8.4507941485405,375
7316_2,40.5769884947984,-8.44946297771241,376
7325_3,40.5763517837049,-8.44572624092748,377
7323_8,40.5340874884288,-8.31118695649468,378
7311_1,40.5743062289855,-8.44803515192016,379
7326_3,40.6031055157745,-8.38684439710687,380
7316_3,40.5918577371213,-8.30877201737325,381
7325_5,40.5186216254674,-8.41834474777188,382
7323_7,40.5264262972712,-8.28974254348837,383
7323_1,40.5763406108167,-8.44511989419013,384
7321_2,40.6421827179021,-8.35063529483277,385
7326_4,40.5837524416766,-8.40287943113285,386
7326_2,40.5798286572303,-8.45084653916653,387
7323_5,40.5826195152179,-8.45062063323685,388
7326_1,40.5794211935197,-8.45087630138365,389
7322_2,40.6168635207336,-8.25003120460778,390
7311_2,40.5763505662847,-8.44487913350122,391
7325_1,40.5747811304834,-8.44810456766546,392
7323_4,40.5749419020666,-8.44487948143914,393
7325_4,40.5187223133599,-8.41829115822644,394
7316_1,40.5790234732165,-8.45081071476023,395
7326_3,40.6030560286478,-8.38694559998318,396
7318_1,40.6062421382363,-8.49651005837843,397
7323_6,40.582619327091,-8.45068907014213,398
7322_1,40.5772839237771,-8.44697775529314,399
7325_3,40.5763532755603,-8.44538968043255,400
7311_3,40.5763512994664,-8.44574396177674,401
7318_2,40.5763573119935,-8.44682860894346,402
7316_2,40.5788824171141,-8.45070554271549,403
7321_1,40.578036905061,-8.44727746914868,404
7323_3,40.5193815832816,-8.41211386513336,405
7311_1,40.5740271334022,-8.44807050510898,406
7323_8,40.5340906251304,-8.31121362075664,407
7323_9,40.5189052921095,-8.41795447817029,408
7323_2,40.5763802638572,-8.44908836800589,409
7316_3,40.5917687243229,-8.30885053379778,410
7325_1,40.5745934375136,-8.44804326567647,411
7323_7,40.526515142381,-8.28999208432019,412
7323_1,40.5763359134961,-8.4448588661708,413
7321_2,40.6421265964117,-8.35100963628118,414
7322_2,40.6170550274571,-8.25051223862372,415
7326_2,40.5807406028172,-8.4508060030529,416
7311_1,40.5733893855283,-8.44815128789182,417
7326_1,40.5801935951735,-8.45084013805669,418
7323_6,40.5828767568932,-8.45059020332573,419
7311_2,40.5763501406165,-8.44471338982316,420
7318_2,40.5764301087573,-8.44683795609276,421
7323_4,40.5749173560709,-8.44491069440948,422
7323_2,40.5765290197678,-8.44918485868879,423
7316_1,40.5794280922689,-8.4508853213733,424
7323_9,40.5187918499269,-8.41817991337781,425
7318_1,40.6062812640262,-8.49641348898503,426
7325_3,40.5763437898987,-8.445050498623,427
7322_1,40.5777860373978,-8.44702984589758,428
7321_1,40.5782612901783,-8.44742314995359,429
7311_3,40.5763570372539,-8.44543901016622,430
7325_4,40.518673519861,-8.41833415269173,431
7316_2,40.5790046215264,-8.45075808839353,432
7325_5,40.5185288827985,-8.41836374563137,433
7323_3,40.5192635521929,-8.41210278663523,434
7326_4,40.5842592868546,-8.40312665875248,435
7323_8,40.5342444665758,-8.3119390071831,436
7326_3,40.6030297316242,-8.38704372203586,437
7323_5,40.5828769449625,-8.45052176615743,438
7323_3,40.5190128799271,-8.41211697686672,439
7326_4,40.5845896395276,-8.40328689377057,440
7316_3,40.5916636021146,-8.30889417642733,441
7323_5,40.5833261986356,-8.45025946884445,442
7323_7,40.5265730724184,-8.29026343113917,443
7321_1,40.5784373559643,-8.44742412192179,444
7321_2,40.6420862919066,-8.35115904513791,445
7325_4,40.5186201270291,-8.41835961944635,446
7326_2,40.5822766679832,-8.45072932306694,447
7325_5,40.5178642001095,-8.41816828114205,448
7326_1,40.5819449240917,-8.45074817550327,449
7325_1,40.5744487272364,-8.44804323814403,450
7311_2,40.5763460037949,-8.44464767772948,451
7323_6,40.5833260107199,-8.45032790647237,452
7323_4,40.5748596031775,-8.44497202339954,453
7323_2,40.576743,-8.4493478,454
7316_1,40.58002390512,-8.45087029012278,455
7325_3,40.5763425957959,-8.44487661639317,456
7318_1,40.6063222507118,-8.49634239833635,457
7322_2,40.6172515643457,-8.25101317532739,458
7322_1,40.5778283521938,-8.4470172597416,459
7318_2,40.5778834737538,-8.44706858005597,460
7311_3,40.5763464793283,-8.44510391451568,461
7326_3,40.6029908908732,-8.38713545965311,462
7316_2,40.5791991250728,-8.45081003480387,463
7323_9,40.5187094796059,-8.41828983254431,464
7323_8,40.5343016440366,-8.31212746561057,465
7323_1,40.576339241417,-8.44475361754839,466
7311_1,40.5730031182489,-8.44819608854052,467
7316_3,40.5915643120899,-8.30889845963697,468
7325_3,40.5763434051254,-8.44467380500399,469
7323_3,40.5188131911445,-8.41212051274006,470
7326_4,40.5850714919588,-8.40351549419835,471
7323_7,40.5267035889631,-8.29065313516857,472
7325_5,40.5177730247399,-8.41816729042581,473
7321_2,40.6415668572479,-8.35233210981891,474
7326_3,40.6029487388649,-8.38719550029674,475
7326_2,40.5826284360458,-8.45063523573801,476
7323_9,40.5186313402368,-8.41834866959993,477
7326_1,40.582278179252,-8.45071414926175,478
7318_2,40.5780573861238,-8.44727084724971,479
7311_2,40.5763066887268,-8.44458238555239,480
7311_1,40.5728002493821,-8.44818312186883,481
7323_4,40.5748085296333,-8.44494181781204,482
7325_4,40.5185449990328,-8.41837071180406,483
7316_1,40.5819216171148,-8.45078659295814,484
7325_1,40.5742546417963,-8.44805615891009,485
7318_1,40.6064100791769,-8.4961900609391,486
7323_6,40.5839935836376,-8.44989583009114,487
7322_1,40.5778643713434,-8.44702306819667,488
7322_2,40.6173725884898,-8.25124379373563,489
7311_3,40.5763437375776,-8.4449063102298,490
7323_5,40.5839937712998,-8.44982739177995,491
7316_2,40.5794083147025,-8.45084367564314,492
7323_1,40.5763324420235,-8.4446600978599,493
7323_8,40.5344080720285,-8.31232143576565,494
7323_2,40.5769225,-8.4494568,495
7321_1,40.5790042849991,-8.44714504408304,496
7316_3,40.5913092075349,-8.30887810438305,497
7323_9,40.5184753469252,-8.41835069791652,498
7323_3,40.518592819598,-8.4121029709607,499
7323_1,40.5762734054415,-8.44458112817125,500
7323_7,40.5268843745297,-8.29103308829541,501
7326_3,40.6029046758038,-8.38724602833487,502
7321_2,40.6414101333662,-8.35272093583509,503
7325_4,40.5184786448698,-8.41836547675323,504
7326_2,40.5829896956517,-8.45047269126922,505
7311_1,40.5724807431932,-8.44805601435762,506
7326_1,40.5825883566475,-8.45064734050388,507
7318_2,40.5782537817271,-8.44739201421031,508
7311_2,40.5762641716058,-8.44454446352763,509
7321_1,40.5790704353388,-8.44711248043098,510
7323_4,40.5745737076257,-8.44499857530329,511
7325_3,40.576307903504,-8.44458756478039,512
7316_1,40.5823699487217,-8.45072852055371,513
7322_2,40.61744447611,-8.25135166412571,514
7318_1,40.6064958783421,-8.49606572790021,515
7325_1,40.5737265556509,-8.44810303922997,516
7322_1,40.5779254142114,-8.44708984416401,517
7323_2,40.5771918,-8.4496333,518
7311_3,40.5763458214234,-8.44474094436216,519
7323_6,40.5845932298674,-8.44950312807546,520
7316_2,40.5801316504829,-8.45082335041974,521
7326_4,40.5853322964222,-8.40364673972341,522
7323_8,40.5344633801095,-8.31239152567504,523
7323_5,40.5845934172992,-8.44943468915047,524
7325_5,40.5167065623513,-8.41828526347479,525
7316_3,40.591074963784,-8.30880480007347,526
7325_5,40.5166307255329,-8.41833969455552,527
7323_3,40.518249413321,-8.41203115334812,528
7323_5,40.584858620744,-8.44928859418895,529
7323_7,40.5270205664141,-8.29116283091756,530
7326_3,40.602841770771,-8.38729901967242,531
7321_2,40.6413574121163,-8.35292284182405,532
7311_1,40.5721788435841,-8.44794417301312,533
7326_2,40.5834110945345,-8.45020603717307,534
7318_2,40.5784537412612,-8.44740585564356,535
7326_1,40.5828683346325,-8.45053828402647,536
7321_1,40.5794062930613,-8.44700202839611,537
7311_2,40.5759904441825,-8.44461048965693,538
7323_6,40.5848584333978,-8.44935703338522,539
7323_4,40.5741436894272,-8.44513333332783,540
7326_4,40.5856496650567,-8.40380148000744,541
7316_1,40.5826494298289,-8.45064376907125,542
7322_2,40.6184661921021,-8.25272431859212,543
7318_1,40.6065270874625,-8.49601750590202,544
7325_1,40.5732741962252,-8.44816475556041,545
7322_1,40.5779947117504,-8.44719135763215,546
7323_1,40.5762152713705,-8.44456415621216,547
7311_3,40.5763411403039,-8.44465501327573,548
7323_9,40.5182620507785,-8.41828524718026,549
7316_2,40.5811512681814,-8.45076079700205,550
7325_4,40.5181188655271,-8.41826265505353,551
7323_8,40.5345453535018,-8.31247244720635,552
7323_2,40.577438,-8.4497859,553
7325_3,40.5762197387907,-8.44455073683351,554
7316_3,40.590942330429,-8.30871964697383,555
7326_3,40.6027987336054,-8.38732230298892,556
7323_7,40.5270834147206,-8.29126704181787,557
7322_2,40.618616297237,-8.25292350135729,558
7321_2,40.6413427809507,-8.35306155455679,559
7323_9,40.5179667094097,-8.41819793381471,560
7323_3,40.5180528847884,-8.41198880346083,561
7326_4,40.5858900385623,-8.40391052790547,562
7326_2,40.5841980923832,-8.44967681647526,563
7323_5,40.585069683811,-8.44917093819999,564
7326_1,40.583146380196,-8.45038217058761,565
7323_6,40.5850694965337,-8.44923937761218,566
7311_2,40.5755456390104,-8.44472151369303,567
7321_1,40.5798001090707,-8.44702315709,568
7323_4,40.5737346921919,-8.44537028043879,569
7323_2,40.5776986,-8.4499528,570
7316_1,40.5829693025876,-8.45050268291833,571
7325_5,40.5166007131313,-8.41845219186528,572
7318_1,40.6065423581509,-8.4954814688528,573
7323_1,40.5755233726972,-8.44475431459376,574
7322_1,40.5780479143235,-8.44725788174412,575
7325_1,40.5730203363064,-8.4482025073379,576
7311_3,40.5763052923773,-8.444588267267,577
7318_2,40.5790034093342,-8.44714617994875,578
7316_2,40.5817503948614,-8.45074301274968,579
7325_3,40.5760903081036,-8.44457938575543,580
7323_8,40.5346632240995,-8.31256691523222,581
7325_4,40.5178670854053,-8.41818374782119,582
7311_1,40.5721364503891,-8.4479343426693,583
